,review,star
1215,haven’t had one problem or disappointment yet ,5
1216,works fine,5
1217,i had android for   years  samsung specifically   and i got sick of it so i bought this iphone  i love it  i will buy a house phone before i buy and other android put that on my life,5
1218,i’ve had this phone for   weeks  and no problems so far   it came early  no scratches and    battery life ,5
1219,while the battery maximum capacity was a little low for my liking       it was pretty close to what they mentioned it would be       it was truly unlocked  got a tracfone sim  moved my number over from verizon and activated without an issue  i could not spot a scratch on the phone  it was clean ,5
1220,my phone came with a lil crack on the black but other than that its a good phone,4
1221,this phone does not hold a charge  i charged it to    then took it off the charger and the battery drop to    in less than two minutes  in the setting it says that the battery life is severely degraded and has to be replaced  i thought that i was buying a amazon certified phone  nowhere in the description of the dis it say anything about the phone battery needing to be replaced  i wouldn’t have bought it if it did  very disappointed,1
1222,works like a champ  haven t used the face recognition and haven t had it long enough to comment on the battery life ,4
1223,the battery discharge really fast don’t last two hours i don’t know what can i do because i need charge every two hours,2
1224,i put finger print an needed passcode an i forgot i gotta keep it charged if i was gone forget passcode i constantly used the finger print smh my mistake i forgot the code haven t even switched the phone over for service,3
1225,it’s a great phone  my other iphone was small and broken  this is slightly bigger so that’s nice  it works great  you have to sign for the package  so be home when it’s delivered or they won’t leave it  i’m using it now to write this  so i can tell you it works great  when i got it i just popped out the sim card from my old phone  so i personally didn’t have to go to the phone store  maybe you will have to go in  maybe not  i’m not sure  but my experience was great  thanks ,5
1226,great phone   i generally don’t write reviews  i needed a new phone but couldn’t  afford a new phone price   i looked  online for  weeks for a refurbished phone at a good price with good reviews i love this phone   it functions great and  it looks brand new   i am very satisfied ,5
1227,great product  great seller    responds in a timely fashion ,5
1228,my   old son needed a new phone and every store we went to was literally out of iphones  sooo i checked on amazon and found a refurbished iphone he actually liked for a decent price  i was really worried until the package arrived and we opened it up     he’s had this phone for almost two weeks now and it has been great  i am so happy i decided to purchase this iphone  will be purchasing in the future ,5
1229,i knew that a renewed product would mean that the battery had some use to it  and i m finding that to be true  no matter if i disable bluetooth  wifi  etc   it just doesn t last long  just be aware  physically the product was flawless and came nicely packed ,4
1230,i bought this refurbished phone for my   old son  the phone arrived quick and looks like new  so far it functions well with no issues  ,4
1231,i needed to replace my old iphone   because of the slow processor speed and not so great camera   the iphone   was priced right and i m very happy with it   the hardest part of the upgrade was getting the sim card tray to open on my old phone   my previous phone was also a refurbished unit which worked flawlessly for nearly four years   i ve had the new phone for about a week now and there is a lot of new functionality that i have yet to use so it will keep me entertained for a while becoming familiar with them ,5
1232,great buy  iphone     still up and running good  had one body drop mark and i dropped it as well adding another but once a case is on it’s irrelevant and unseen  overall i’m glad i purchased through this seller  will buy again soon i’m sure ,5
1233,son broke his screen on his   year old iphone    bought him this iphone    great phone in like new condition  activated easily with a backup restore from the old phone and a sim card swap  battery health is    and better than his old phone  great purchase ,4
1234,i’ve had this phone for about   days now  so far haven’t had any problems  i thought it would be more scratched up but it wasn’t  very clean  came with a long charger which is nice ,5
1235,i received the phone today  the whole front of the screen was scratchedit was a birthday presentvery disappointed,1
1236,i bought this with some skepticism but was pleasantly surprised  the maximum capacity was marked at    when i checked  but it charges to    so i’m thinking it’s a small glitch  everything works the way it was supposed to though  so far  anyway  it did come to me with a bunch of minor scratches ,4
1237,perfect phone i wander sometimes if the speaker and bluetooth works,4
1238,beautiful phone  i went from a   plus to iphone    i was very hesitant based on reviews but i was delighted when i got the phone  not a single blemish or dent or scratch  i was able to transfer my metro pcs sim car within minutes  so worth the money ,5
1239,this product is extremely efficient and came ready and able to use immediately and has been perfectly reliable ever since and couldn’t be happier with my choice of purchase ,5
1240,came in a plain box with a non apple charger block with a new apple lightning cord for charging  phone is in excellent condition  no scratches anywhere  easy to set up  volume  is nice and loud and screen snd pictures and video taken performance according to expectation,5
1241,purchased this  renewed fully unlocked  rose gold iphone   for my   year old daughter and it works like a brand new iphone    i wanted to wait to write review for a few weeks to see if this phone would still be operating and it is just like a brand new one it s totally unlocked for all carriers  just make certain to purchase an sd card before trying to add to your cellular carrier of choice ,5
1242,bought it for my mom  the iphone was unlocked so it was easy to install and activate  the battery life is good after a full charge it lasted more than a day  the phone as described as it is no scratches or any problems ,5
1243,good phone  battery was lower than normal though  has     battery life of a new phone ,4
1244,so far  so good   no issues this far with the phone,4
1245,i love my new phone  it is exactly as described in the listing  i will never purchase a brand new model when the renewed models are just as good and much less expensive  if you didn t know it was an older model you would think it was the latest being offered   no scratches no noticeable defects and battery level is very good ,5
1246,fast shipping   honest   reliable product info    would buy from them again  thanks ,5
1247,the seller sold me a damage  phone did not hold a charge and it was not refurbish and i still haven’t got my refund ,1
1248,the phone arrived well packaged on time and in perfect condition  even on very close inspection i couldn t find  any flaws at all  it s like a new phone  the packaging was better than i expected and the phone was well protected  i couldn t be happier with the purchase ,5
1249,the battery health is    and it lose charge quickly,4
1250,need to use with a sim card but as now it is working just fine ,5
1251,when i call people it randomly cuts out because they say it sound like i’m holding my finger over the microphone when nothing is in the way  other than that the phone has be good for battery wise and it has the latest update so it’s a good phone to get ,3
1252,every time this phone is in the sun it says it’s overheating and i am not able to use the phone when this happens  the flashlight is broken  doesn’t give the option to even turn on which is an inconvenience  i used to use flashlight often on every iphone i’ve had  i deduct one start each for these major inconveniences,3
1253,love the phone but how do you get rid of the floaty white button thing,5
1254,the price was great  i checked around and amazon was the best price,5
1255,i bought this phone for my mom and i did not know what trouble she’s been having with this phone for the weeks that she has had it the phone would have such a delay when trying to open a app  she can’t even hang up the phone when she’s done she has a press the screen multiple times its is disaster  the only thing that honestly works properly is the home button and siri   now i lost out on    on the phone that barely works for my mom i’m very disappointed  luckily she’s going to get my xr with no issues whatsoever  be warned you get what you paid for with these phones  it’s will not work properly the way you want  ,2
1256,battery     everything seems good as new ,4
1257,can i trade this i phone   for a i phone   plus can not get it to ring on incoming calls  go to settings and it rings nice and loud but does not ring at calls and it is to small a screen for   year old and also can i trade it in for an   plus  help,3
1258,good  clean and neat phone  well packaged  main features working as expected  the only shortcoming is the short battery life which seems to last less than a day ,4
1259,i ordered three phones  of these one for me and the other two for my two daughters and let me tell you that they work fine they came in this nice box with their chargers i’m really satisfied with them they have been working great so i am happy,5
1260,it was great packaging with a charger and a chord  very clean  gave a feeling of new purchase what i didn t like   when opened  battery was almost at      there was no indication that the phone was gcm unlocked   i had purchased gcm unlocked  ,5
1261,great price for the phone  however the battery was bad  it s a great phone for my kid after i replaced the battery ,4
1262,it’s okay so far  i feel like the battery might be draining kinda fast but i will come back and update,5
1263,unfortunately the phone has been returned to seller  it was a charcoal colored phone i received but the order said space gray   this was not the reason i returned it however  as soon as i received it   i installed a tempered glass screen protector  which worked very poorly in getting responses from the touch screen   idid not realize that this was the fault of the screen protector until i had received authorization for a return  just prior to boxing it up  i removed the protector and found out it now worked perfectly   oh well live and learn   i will be repairing my older iphone   plus and using that until i can can buy another phone hopefully in the next   months ,3
1264,i read a lot of reviews prior to ordering   since i didnt want to get ripped off  i ordered this phone  expecting to possibly having to send it back  it came almost   days  earlier then amazon saying  all the buttons work great  no scratches  the first day i thought the battery was weak  but battery life status told me it was a    i must have not had it fully charged    havent noticed any issues at all very happy about my purchase  will try to write another review down the road seeing how its holding up ,5
1265,charging port on the phone had a fault charging cable would not stick so phone doesn’t hold charge poor battery life,1
1266,i ordered   iphone   s from this vendor at a good price the phones i received work well  but after using them a while we discovered that we were unable to disable the rather loud camera shutter sound   this is apparently a  feature  of japanese market iphones due to local laws   sure enough  when we find the model code in the settings  these are japanese models  even though we are in the u s there was no indication that we would receive foreign model phones in the listing  nor how they may differ from us distributed phones   the listing indicates that the phones are  for at t   which i believe is a u s  only network provider this is somewhat annoying ,3
1267,bought as a gift for my mom and she loved it  so far it’s going good   hope so it doesn’t get any fault,4
1268,it was time to upgrade from my iphone   and i took a chance with this renewed iphone    it looks like new  works great and i’ve found no problems so far  battery still has    life so better than expected ,5
1269,so far so good   ordered an iphone   unlocked  currently using metro pcs  no problems occurred so far  not sure how everyone else is having problems  it’s great quality  practically brand new  no scam so ignore the other reviews,5
1270,it works ,5
1271,this is my sons   cellphone  may not be the latest   greatest to others  but it is to him  he loves it   of course pre teen having his own phone   score  definitely recommend,5
1272,good seller and good product  just as it described and as expected when received ,5
1273,the iphone battery is     the touch screen is faulty  doesnt always work fine  i cant slide up the control center  not an iphone like new,4
1274,this phone is in perfect condition and fully functional  very satisfied with my purchase   the reviews are either hit or miss  so i took a gamble but was prepared and committed to returning repeatedly if necessary  glad i got a good deal on the first try  ,5
1275,came with no visible scratches and was working well     battery health when it arrived  the only thing that i would recommend would maybe include a lightning to audio jack connector  since that would come in the original box  but overall  i would say this was a good deal on a unlocked phone ,5
1276,i bought these phones for my preteen granddaughters and they absolutely love them  although they do not live near me they tell me that they are delighted with them  the phones are exactly as advertised and work well ,5
1277,it works  but it s really finicky  can never seem to connect to the internet and constantly kicks you out of apps  needs to restart a few times a day  battery life is good  storage is great ,3
1278,phone looked great  however  battery health was promised to be greater than     it was    and the phone indicated the battery needed “service ” contacted the seller and they offered a partial refund  the partial refund was     not even enough to replace the battery  which i am going to have to do this week because it literally goes from    to dead in   minutes  not very pleased  i asked for enough to replace the battery and that wasn’t an option  i could send it back and try my chances with a new phone  but i couldn’t be several days without any phone ,2
1279,it works great for me ,4
1280,this phone works well  came as delivered cut  there seems to be something wrong with the audio for phone calls  but otherwise it’s a great phone ,4
1281,if you don t care about the price that is high than a year ago  it is the very good choose for have a iphone which can serve you for a long time ,5
1282,like new  i have had this phone for   months now with no problems at all  really happy with my renewed phone it treated me like a new phone would  saved alot of money buying used and i get to use fingerprint reader which i wish apple would bring back on newer phones ,5
1283,had an issue with battery not holding charge  seller was prompt and courteous about solving the issue  daughter loves the iphone ,4
1284,awesome packaging and have to sign in order to get the package  phone works perfectly  good deal ,5
1285,came as described and two days early ,5
1286,me llegó un iphone   como nuevo sin ningún rasguño  y con el    de la condición de su batería  si presenta algún fallo actualizare este comentario  por el momento     ningún desperfecto  está    desbloqueado para cualquier operadora de telefonía ,5
1287,needed a phone for my elderly mother  and this was perfect   overall quality and reliability are great on this refurbished model   no scratches  dings  or cracks anywhere   in addition  for this being an iphone    battery life remains quite good ,5
1288,setup was a breeze  from the moment you turn the phone on the phone practically setup itself  u answer a few questions   and all data is transferred   i took it to t mobile to switch the sim card  but that s it   easy peasy   ,5
1289,as new  working and looking great ,5
1290,got the mobile in a great condition  no scratches or dents on mobile  looks almost like new ,4
1291,this phone was for a family member   their   was on its last leg  but they didn’t require the latest technology  or the price tag that goes with it   i’m glad i took a chance on the refurb   the phone works great  it looked new when i took it out of the box  and i had no issues with swapping out the sim card from the old phone and getting it up and running  a great buy ,5
1292,i was very concerned about the hit or miss reviews from a used iphone by others but i’m glad that i decided to take the risk  the iphone arrived in timely manner in a non apple box with charger and cable  no ear bud  i have many apple chargers and ear buds etc so i did not need them  i only needed the phone and it was in great condition  glad to be able to reuse a product that still has a lot of remaining useful life ,5
1293,it is a good phone but came with    battery health and came dead so i had to charge it,4
1294,it came with what it said it would   it works fine so far had some scratches on the screen but other than that decent shape,4
1295,good  it is what you can expect from a refurbished phone  battery not at     but more or like      ,4
1296,there was a minor error with the delivery  showed it was delivered on the   of this month but came on the     assuming because of easter weekend  otherwise iphone performs like a brand new device  battery life is great   came with everything that was expected ,5
1297,i had a great experience with this purchase thus far  after reading some reviews about possible issues i was concerned and contacted seller  they responded quickly       with multiple questions i had and related information about the t mobile only iphone i had purchased and made me feel very comforable with the purchase  a  customer service was my experience and the phone is in great shape for  renewed   will update if needed  with phone and network carriers it pays to do a little homework sometimes ,5
1298,overall the quality is good,4
1299,this was a gift for my   year old mom who was struggling with her last  off brand  smartphone  she loves this iphone and finds it extremely easy to use  i hope it lasts her a long while ,5
1300,almost didn t purchase this phone  based on some reviews but so far it s working great   look brand new   got it earlier than the original delivery date  n it came unlockedwill update if anything,4
1301,i would give   stars if possible  purchased   of these phones  one the volume randomly goes up and down and the other has completely stopped charging after exactly   days of use  these were a gift for my son and niece for christmas  i wish they didn t end up getting terrible gifts because of a seller on amazon with defective items    do not buy from them at all ,1
1302,i find no issues other than battery life  fairly good for the given price,4
1303,after almost one year use  this phone works smoothly for my purposes except for its relatively short battery life  but this could be fixed if i decide to change a new battery ,5
1304,the phone was great the first three months  after three months  the battery drops from    to    in less than an hour doing simple things  it is disappointing ,1
1305,got this for my granddaughter  she loves it  the case is amazing too ,5
1306,very happy with the refurbished device ,5
1307,i was skeptical after seeing both wonderful and poor reviews of refurbished phones  we are thrilled with our purchase  it looks brand new  appears to have a good battery life  and connected to our carrier with no issues siri was difficult to set up  but everything else has been a great deal ,5
1308,i was very scared about getting this phone based on the reviews  but this phone is perfect like it’s brand new  no scratch’s  no cracks  no problem setting up with my carrier  so if your scared about purchasing one go ahead and purchase    ,5
1309,a word to the wise  have breed check the imei of what they re sending you  imei s are specific to gsm or cdma  and even if the phone is fully unlocked  if the imei doesn t match  it won t work  for example  verizon and sprint have compatible imei s  and at t and t mobile are compatible i got a phone  and the imei did not work with my network  which is how i learned about all of this a word on breed  though  they are very easy to talk to  and very helpful  i doubt you will have any trouble reaching someone who can help you get the right phone for your network  i returned my phone with no problems  and they were very understanding about the difficulty ,3
1310,i ve just had this iphone   for a few days  so far it s just like having a new phone  i had a little trouble getting all the apps and data transferred from my   but with a little bit of help from apple it went quickly  so far so good ,4
1311,it is ok but when i first got it the speaker would not work but it is ok now,4
1312,i bought two phones from this seller and one of them didn’t work  i contacted the seller and they stood behind their work and sent another phone to us after we sent the other one back  i will definitely buy from them again  they work like brand new phones ,5
1313,so far it’s a great phone  battery life isn’t the greatest but otherwise a great buy ,4
1314,the phone is what it is supposed to be  the charger on the other hand is only a    instead of a      i hope to hear from the supplier so i can charge the phone correctly update the supplier did ship the correct charger ,5
1315,i brought this phone for my son as a replacement and  the phone company can’t activate it and it’s supposed to be unlocked,2
1316,came on time  good packaging  phone is pristine looking   not a scratch on the front or back   works and sets up as you would expect of an iphone   the only downside is the battery life is      i normally change a battery at    so i will be changing this within the year   if battery life is important a new battery installed at apple is      so add that to your cost ,3
1317,phone arrived sooner than expected  looked absolutely brand new  and after i put my sim card in  it was up and running  it’s been perfect so far  it charges to     and stays charged all day  great deal for a great phone ,5
1318,got the product today set up everything   looked very new little scratch mark s on the volume side but it was very very small and unnoticeable   there was also a screen protector which is a plus   buy at your own risk some people might get a bad phone and some will get a new good phone   you can always return for a refund or replacement   i ll update if any faulty issues happen,5
1319,product was dirty  looked old  and was not usable  not in excellent condition  and also the phone was locked  description stated it was an unlocked phone  my daughter was disappointed ,1
1320,battery life is much better than represented by reviews   plenty of charge for a day unless you spend most of your time on facetime or watching netflix ,5
1321,replaced a   and works like a new phone,5
1322,mom likes it,5
1323,my company phone that was turned in at retirement was the   and the renewed one i purchased works just like my old one battery is good and cosmetics a great  would recommend for those without the need for   pricing,5
1324,the phone is great  except for the health of the battery     only   and for the fact that two of the accessories they sent me were broken on the upside  the screen and the metal casing have no scratches  they look like new i ll definitely keep it  i was afraid i might have to return it  ,1
1325,very nice phone and just about the same exact size as my iphone     i am not so sure i like the glass back and won t be charging wireless on it but i m overall very happy with this phone   i am not a big user as far as calls and texting goes but the device is very fast and looks great   as an owner of both the   and   i am not sure i would notice the difference except for the glass back   i ll try to post another review as i get more used to this phone   d,5
1326,awesome     so easy to transfer from one phone to another   i had iphone se  what a wonderful difference   this phone does not looked renewed   i would tell anyone to purchase from this seller   quick transaction and delivery ,5
1327,the iphone   is probably the best iphone apple ever made  i bought two from this seller that refurbished them  they were like brand new  and setup was very simple  my kids loved them  this is a good seller and these phones are definitely worth the money ,5
1328,the iphone i got wouldn t ring when people called me  adjusting settings and resetting the phone didn t fix it  so  i asked for an exchange rather than a refund because other than the ringing issue  i was happy with the phone  they told me the phone was on the way  so i wanted to wait until it was about to arrive to send the faulty one back because my job requires two factor authentication to log into my companies  network  i can t work without it  when the last day arrived  i mailed the phone back  but they already canceled my replacement because i didn t send the phone back right away  and they assumed i was trying to scam them  they should have told me they weren t going to send my replacement until they got the other one back  that s not what they led me to believe  i contacted them and asked when i would get my phone and they said that all they can do is wait until they get the phone to refund me  so  now i don t have my phone that i need for work and lots of other things  when i do get my refund  i m not giving my money back to these people ,1
1329,arrived in good physical condition with no visible damage or scratches  everything seems to function properly  only complaint i have is that the battery is down to    capacity  apple recommends replacing the battery at    which means the    price tag is click bait  this phone will cost me    more to keep ,3
1330,i like it very much  looks perfect  i bought  it for my son and hope it will last   yes all seams perfect including finger print reader  face recognition and battery life  it’s only been   days but so far so very good ,5
1331,looks brand new  not a scratch   works good   the keyboard doesn’t always come up once in awhile but i wonder if that has to do with possible slow wifi or cell service   but i know practically nothing about technical stuff like that   i was so afraid to spend the few hundred dollars and get a piece of crap that i’d have to send back   i’m glad i finally took the leap since my old iphone se was cracked and was starting not to respond to touch screen,5
1332,can be on a   and dye   mind later,2
1333,i ve heard mixed reviews from verizon on these refurbished phones and especially in los angeles  where verizon seems to be the only one with the least amount of dead zones  i was unwilling to switch carriers  this has worked great  no reception problems   i only had one issue with it connecting via bluetooth with my car but it worked out after i took it to the apple store  note  this did not come with a pin for the sim card so i had to use a safety pin ,5
1334,haven’t had long enough to review but so far so good  ,4
1335,phone is in great condition  i’ve owned it for   months now and still works great  battery life was at    when i first got it  which is about the same my iphone   was at when it cracked  it’s now down to    but still works fine i liked that it came with a cute case so that saved me money ,5
1336,i recommend this if you don’t wanna spend up on a phone and your on a budget very good phone,5
1337,i like it looked practically brand new no scratches on it  dis like i feel the battery life is short,4
1338,it’s been several hours and phone won’t set to,2
1339,i’m happy with the iphone   and it has more than enough features for an old man like me    gb is huge ,5
1340,i like it but maybe i didn’t realize it doesn’t have for the headphone so i will buy the adapter but so far so good i will review because i still don’t know,4
1341,we were looking for a first time phone for our   year old  the price was great and it came in perfect condition  no reason to pay full price  we have been happy with the purchase ever since and will gladly do it again for our youngest ,5
1342,bought this for my grand daughter and it has what worked great  almost like it was brand new  i took it to verizon and it was truly unlocked  no issues at all ,5
1343,it was in great condition  a few minor scratches in the chassis and screen  battery health was at    which is still good  the speakers were kind of dirty and there was some dust lint particles by the camera which could be cleaned before sending ,5
1344,great shape  battery life  hopefully it works lasts  as good as it looks ,5
1345,i have no problems with the phone it works fine it does all the things it s supposed to do only down fall is that i had to buy new sim cards but that has nothing to do with the phone it self at least i don t think,5
1346,since it was my first i phone there should have been some set up instructions included but besides that the phone works great   i ordered two and both work   one for me the other for my wife ,5
1347,the exterior of the phone is in great condition for it being refurbished  the only thing i did not like was the battery life capacity is at    i probably would not buy another one unless the battery life was better  overall good phone considering i’ve only had it for a couple of days ,3
1348,for calls,4
1349,seller   hybrid itbattery life    no cosmetic imperfections of any kindtouch screen and camera  as newall buttons  volume   power and silent  clean and responsive as new this is the best refurbished set i have ever bought hats off for the seller for maintaining mint condition inventory,5
1350,screen has much more than just “a few small cosmetic imperfections ”  but overall i am very happy with my purchase and want to express how happy i am to be back on an iphone  i was using a cheap droid in the interim    i love you amazon  we don’t say it enough    cheers ,4
1351,the phone is ok but the charger chord definitely does not work  do not recommend this seller ,5
1352,i do see the reviews and it seems people had either wonderful or terrible experiences  fortunately  i ve had a great experience  came on time  unlocked  as described  few scratches  but barely seen  works    if you do not want to take your chances  don t buy  simple as that ,5
1353,doesn’t come with the iphone jack for headphones or aux but other than that i love it ,4
1354,this is going to be an accurate  unbiased review of the phone  so hear me out the phone s that are received by each person will most definitely be different  my experience went as follows upon receiving the phone the right side of the screen was popping up a little  and if it was pushed down into the phone it would cause a blemish to appear in the middle of the phone  no biggie  i just need it to perform basic actions and not die  here s where the second issue comes in to play  upon receiving the phone the battery was already at    integrity  after the   day warranty that integrity was below    and now my phone has turned off and refuses to charge  i still have my old phone so this isn t too much of an issue  however now i m out    dollars and an iphone i realize beggars can t be choosers  but you re honestly much better off getting a refurbished phone from a store ,2
1355,i never expected it to work very well  i guess i am amazed at the function of this phone   i recommend you go for it ,5
1356,this phone came in perfect condition  i was a little scared about a refurbished iphone but considering the price it was a great buy ,4
1357,they have an amazing customer service  so fast to answer any inquiries and very cooperative and their iphones are really looking like new ,5
1358,this is amazing  i got a nearly brand new iphone for half the price  it works perfectly  as if it was absolutely new  and there was not a single scratch i hate apple products  but i needed a second phone and i didn t want   android s so i just got this and i m really happy with it  i highly recommend,5
1359,parece nuevo todo perfecto valió la pena la compra,4
1360,i was happy so far and i love it  one concern though  if you use snapchat you will have to deal with the camera shutter  the phones are ment to be sold in japan so the sound connotes be muted ,4
1361,the battery is basically trash  i didn’t active this phone until just recently altho i purchased it the end on last year it was a gift an i got it ahead of time this phone literally has to be charged every   hours ,2
1362,so far my experience buying from this seller is great  phone was in pristine condition and shipped with cable and charging dongle on the device i received there were no scratches and phone was in a  condition  after   day of use battery life seems to be comparable to a new device and all aspects of phone work perfectly i will note that i switched from iphone x to iphone   for my preference of the fingerprint reader vs the face recognition among other preferences  cheaper to fix  ,5
1363,i took this phone to my sister in mexico  the phone was in great shape  but most importantly  it works great  definitely a good buy ,5
1364,excellent condition     battery capacity  nice charger    easy to transfer from old phone to this one  for my needs an iphone   is more than sufficient at a good price ,5
1365,this phone lasted me about two years  it had its problems  he would turn off randomly or crash  sometimes the touchscreen won’t work and now that it’s too it’s last days it won’t charge and it won’t even mthis phone lasted me about two years  it had its problems  it would turn off randomly or crash  sometimes the touchscreen won’t work and now that it’s to its last days it won’t charge and it won’t even function with cellular data  garbage overall  dont buy,1
1366,good buy got exactly what was i purchased can’t see any defects and is working fine ,4
1367,battery condition says it needs to be replaced,2
1368,my daughter is absolutely in love  ,4
1369,the speaker and blue tooth did not work  had to return  the return process experience with buyspry was easy and efficient  i decided to get a refurbished iphone x ,4
1370,be ready to replace battery because some of this phones are very heavily used although they work fine,3
1371,i love this phone  no scratches whatsoever  looks brand new  no difficulties thus far  i was nervous to purchase due to the reviews but decided to take a chance and i’m glad i did ,5
1372,needed a phone with more memory   this one had it and it is working as advertised   i ve had no issues with it since it arrived  knocking on wood very hard right now       have not used face recognition or fingerprint features ,5
1373,bought this for my grandma  and everything works perfectly  it came in amazing condition  no scratches or cracks  runs very smoothly  the screen protector that came with it was also good  maximum capacity for the battery is at     which is nice  great phone for a great price ,5
1374,it was in good condition  battery life was above     it’s been   months since i bought it and works well   no scratches on screen  happy with the product,5
1375,it was for my nine year old son and he’s enjoying it ,4
1376,product was exactly how the description stated  was able to have phone activated with no issues  glad that i made the purchase  daughter loves it ,5
1377,this product is very good everything works perfectly and it charges fast and will last all day,4
1378,muy fácil de activar y salió en muy buenas condiciones  sinceramente más de lo que pensaba ,5
1379,how long it took to get into it and the apple i d stuff,4
1380,product was cosmetically great and functional  the downside was the battery life  i bought this for my son and he told me the battery dies much faster than his last iphone  i had to purchase a newer battery and install it  now it’s much better and my son is happy ,3
1381,it works well  battery at       hopefully it lasts   years  but this phone with me ,4
1382,i bought these phones for my kids for christmas  two of the three are perfectly fine  but the third one has a screen that is deeply gouged  i understand they are refurbished but come on  so now i have to spend the extra    to have the screen replaced as opposed to dealing with the hassle of trying to return it and chance it not being here on time ,3
1383,  preused phone  ive purchsed  this one is much better  fingerprint reader is a little slow and needs multiple presses  cannot connect to bluetooth,4
1384,the iphone looked okay at first after about a month i noticed the bottom two screw near the charging port we’re missing upon further investigation i concluded that the screw holes attached to the face glass we’re missing so the screws had nothing to screw into so basically i’m screwed,3
1385,this phone is fantastic  my   old really wanted an iphone and we weren t going to pay apple prices for one  it arrived in great condition and looked brand new she has had it for around a month now  so i feel more confident leaving a review  we have had no issues with it whatsoever  battery life could be better the phone came with a charging cable that didn t work and seller was very quick to send a replacement out to us   great purchase so far ,5
1386,iphone touch screen does not work at the bottom  volume button stopped working after   month  after dissembling  i found some screws are missing from the original repair ,1
1387,i was worried after reading some reviews of the seller  having problems really banged up or not really working at all but when i got it it looked brand new all features of the phone works just fine and this is the first time buying a refurbished phone over all very happy with this phone,5
1388,it’s a good phone  battery could be better but other than that good phone ,4
1389,as mentioned below i found the phone to bend easily  also it doesn’t lay flat on a surface  upper left corner raises up  also the turn on button is flush with the surface of phone so difficult to ‘turn on’  i took my new protective case off to help but that didn’t improve  i know it’s a ‘refurbished phone’ but i wonder what condition it was in ‘prior’ ,3
1390,i received my phone and it looks nice but it s dead within   minutes after being charged to   ,1
1391,phone was in mint condition despite a few scratches which were barely noticeable  the battery health was at    which wasn’t too bad  all in all  a solid buy ,5
1392,ordered christmas day to replace a  broken phone  of my beloved grand daughter  arrived earlier than expected and was activated quickly  thanks amazon   vendor ,5
1393,i was hesitant to buy this for my niece but she loves it the phone works great  we have no complaints ,4
1394,just the screen doesn’t tap fr sometimes and i only had it for   days,4
1395,unlocked does not mean easy to activate  you must buy a sim card and fight w your service provider to activate it  you better always be home to sign for this item or you will never get it  all this and it was cheaper and easier to get from the boost store ,4
1396,using this phone normally it s great with gaming also but has average battery life ,4
1397,i was very satisfied w  the condition my refurbished phone was in   probably       which means  i’d give this a     rating considering the phone was used   price was decent also ,5
1398,product is very good condition and everything updated fine  box was open and was not secured very tight but all is great  this phone saved  the day ,5
1399,i’ve had this phone for four years now and it’s just starting to quit on me  i’d say that’s a great lifespan for an older iphone  this vendor is reliable  and i’ll be purchasing from them again ,5
1400,good phone but it still had a small crack in the corner when it came ,4
1401,very good product,5
1402,the battery doesn’t stay charged all day which now i have to get a new battery  not sure if the seller can help me out with a new battery ,4
1403,this phone was for my mother  we got it for her after suffering a stroke  she loves the ease of use  facial recognition  battery life and the voice commands  this has been a blessing for her to keep in touch during her hospital stay ,5
1404,great phone after i took it to apple and had a real apple screen put on it  i found out that theses   party reconditioned phone often have a cheap non apple screen installed on them     later and it works like new  still a good price but wish that they would ksut use a real screen    this one had been returned and turned around and sent to us with same issue  our apple store had a record of it being check just   months before with same problem  i did not have time to return and wait for a different one so just had apple fix it  ,2
1405,phone works great as intended but battery health arrived at     not ideal but i can pay   bucks for a new battery,4
1406,it was in very good condition and looked great  the delivery was very fast  this was a gift to a friend and the friend was very happy but mentioned the audio was a bit feeble   everything was great   the value for money was worth it  ,5
1407,phone arrived cosmetically in great condition  started up immediately and was quick to set up  so far the battery life seems to be holding up and the phone is very fast and responsive  very please with this phone especially for the price  will update if i have issues in the near future,5
1408,                    the media could not be loaded                  not very good product  the   iphone was all scratched up  the description said  renewed   sure didn t look like it  the   iphone was a replacement to resolve the issue for the   iphone and now the    replacement  iphone screen is loose so when i push on the screen and or the home button it pushes in and pops out making a clicking popping noise  listen to the bad reviews  this is the   item i m very unhappy with  not fixed and the iphone is dirty in the ear speaker  not sure what it is  but it s brown and nasty  unsanitary  listen to the bad reviews and pay attention of how many bad reviews they have and check the dates on them to see how recent they are ,1
1409,we ordered from kiss electronics  and maybe we were one of the lucky ones but the phone was in perfect physical condition    no scratches  scuffs  or other sign of wear   brand new tempered glass screen protector applied   came with a white charger from a zte phone  it works  and a generic lightning cable   battery health is at     not great but not bad either for a used phone ,5
1410,the exterior was so clean  hard to believe they were  renewed  since glass and back were scratch free had an issue with one and contacted their support and they were so understanding  i got a replacement quickly these folks are the real deal  i d buy from them again w o any hesitation ,5
1411,the glass is a little off but really happy in general for price ,4
1412,i’ve always liked iphones  and this one is my favorite so far  it fits my pocket just right  and is easy to use  so far  the battery is performing quite well  a big improvement over my old phone ,5
1413,i really like returning to the old school look with the home button   also  i like the small size  the phone was in perfect shape   the battery does ok for being an older model and smaller phone ,5
1414,remanned phone did not work completely   but return policy and refund worked great   i bought another phone from another supplier  on ebay  which has worked perfectly ,4
1415,the phone arrived in very good condition  you would think everyone would buy renewed phones at the rate they are going for  i’ll just have to see how the battery life holds up ,4
